amount,time,location,device,is_fraud
9.09,9.0,Санкт-Петербург,Терминал,0
9.0,11.1,Санкт-Петербург,ПК,0
41.13,14.6,Банкомат,Банкомат,0
4.88,0.2,Санкт-Петербург,Смартфон,0
20.96,23.8,Москва,Смартфон,0
62.79,8.7,Москва,Банкомат,0
9.35,20.4,Санкт-Петербург,Смартфон,0
7.47,12.8,Банкомат,ПК,1
12.76,3.1,Москва,ПК,0
60.2,19.1,Москва,Банкомат,0
20.36,17.0,Банкомат,ПК,0
9.17,12.7,Москва,Смартфон,0
28.0,12.3,Онлайн,Смартфон,1
4.89,2.1,Москва,Терминал,0
34.8,15.7,Онлайн,Смартфон,0
25.78,21.9,Санкт-Петербург,Банкомат,0
11.72,2.2,Москва,Смартфон,0
6.54,6.3,Санкт-Петербург,Смартфон,0
6.2,21.7,Онлайн,Смартфон,0
29.62,6.8,Онлайн,ПК,0
63.55,15.7,Онлайн,Смартфон,0
8.16,12.8,Санкт-Петербург,Смартфон,0
27.23,14.3,Санкт-Петербург,Смартфон,0
1.66,10.0,Онлайн,Смартфон,0
8.64,7.2,Онлайн,Смартфон,0
15.89,1.2,Онлайн,Смартфон,1
6.05,17.9,Санкт-Петербург,Банкомат,0
5.87,17.9,Москва,Смартфон,0
7.89,16.1,Москва,Смартфон,0
22.68,15.4,Москва,Терминал,0
13.38,5.8,Банкомат,Смартфон,0
1.4,0.5,Онлайн,Терминал,0
1.6,19.4,Санкт-Петербург,Смартфон,0
8.44,11.8,Москва,Смартфон,0
27.21,7.4,Москва,Смартфон,0
0.8,2.4,Банкомат,ПК,0
9.49,1.5,Банкомат,ПК,0
9.22,8.4,Москва,Смартфон,0
75.73,19.3,Онлайн,Банкомат,0
10.77,22.0,Санкт-Петербург,ПК,0
25.06,21.5,Москва,Смартфон,0
19.21,22.1,Онлайн,ПК,0
1.58,21.8,Онлайн,Банкомат,0
38.28,12.7,Онлайн,Смартфон,0
20.84,5.3,Москва,Смартфон,0
28.76,19.2,Москва,Банкомат,0
1235.04,5.1,Москва,Терминал,0
1.66,6.4,Москва,Смартфон,0
109.64,5.6,Санкт-Петербург,Терминал,0
11.99,12.4,Москва,Смартфон,0
22.56,7.7,Санкт-Петербург,Терминал,1
15.64,3.7,Санкт-Петербург,ПК,0
10.31,10.9,Онлайн,Банкомат,0
8.79,21.0,Онлайн,Банкомат,0
23.63,13.7,Онлайн,Смартфон,0
3.1,21.1,Москва,Смартфон,0
37.55,4.7,Москва,ПК,0
10.4,4.0,Москва,Смартфон,0
4.74,13.8,Москва,ПК,0
10.02,11.1,Москва,Терминал,0
65.55,15.8,Москва,Смартфон,0
9.13,19.1,Онлайн,ПК,0
24.39,18.0,Зарубежье,Смартфон,0
7.36,22.6,Москва,ПК,0
37.85,9.6,Банкомат,Смартфон,0
34.95,5.0,Москва,Смартфон,0
125.65,13.2,Онлайн,Банкомат,0
13.56,2.7,Онлайн,Банкомат,0
34.31,6.9,Банкомат,Банкомат,0
18.32,5.0,Москва,Банкомат,0
68.41,9.5,Москва,ПК,0
7.46,2.7,Москва,ПК,0
37.32,0.8,Санкт-Петербург,Смартфон,0
13.27,15.8,Банкомат,Смартфон,0
15.32,14.6,Онлайн,Смартфон,0
18.19,17.0,Онлайн,Смартфон,0
21.7,15.8,Санкт-Петербург,Смартфон,0
14.47,2.7,Банкомат,Смартфон,0
20.83,7.0,Санкт-Петербург,ПК,0
93.31,3.1,Москва,Смартфон,1
48.62,20.2,Банкомат,ПК,0
42.78,17.9,Москва,ПК,0
9.96,4.8,Москва,Терминал,0
6.18,8.2,Москва,Смартфон,0
47.03,23.2,Онлайн,ПК,0
43.11,14.3,Онлайн,ПК,0
83.09,19.2,Москва,Терминал,0
8.46,6.4,Онлайн,Смартфон,0
12.78,5.0,Онлайн,Смартфон,0
2.71,18.8,Зарубежье,Смартфон,0
10.68,16.5,Санкт-Петербург,Смартфон,0
49.22,16.3,Онлайн,ПК,0
9.84,13.3,Онлайн,Банкомат,0
33.27,13.5,Москва,Смартфон,0
13.34,17.7,Москва,Смартфон,0
23.49,6.5,Санкт-Петербург,Смартфон,0
4.65,8.5,Москва,Смартфон,0
18.06,20.9,Москва,Терминал,0
0.61,7.4,Санкт-Петербург,Банкомат,0
13.39,13.1,Москва,Смартфон,0
2.74,16.9,Москва,Смартфон,0
61.97,24.0,Санкт-Петербург,Терминал,0
38.67,10.4,Онлайн,Смартфон,1
27.48,10.3,Банкомат,ПК,0
87.63,20.2,Санкт-Петербург,Терминал,0
5.79,19.3,Санкт-Петербург,ПК,0
112.4,17.5,Санкт-Петербург,Смартфон,0
45.85,11.1,Москва,Смартфон,0
12.68,7.8,Москва,Терминал,0
57.35,14.6,Онлайн,Смартфон,1
4.87,21.0,Санкт-Петербург,Смартфон,1
6.64,21.2,Онлайн,Банкомат,0
8.42,2.6,Онлайн,Банкомат,0
9.19,10.3,Москва,ПК,0
5.14,11.2,Санкт-Петербург,Смартфон,0
63.14,23.5,Санкт-Петербург,ПК,0
12.37,16.3,Санкт-Петербург,Смартфон,0
24.23,9.8,Санкт-Петербург,Смартфон,0
8.78,0.6,Зарубежье,Банкомат,0
2.22,13.6,Банкомат,Смартфон,0
22.13,2.3,Банкомат,Смартфон,0
2.01,20.0,Москва,Смартфон,0
15.25,18.1,Москва,ПК,0
3.65,11.1,Москва,ПК,0
146.35,10.3,Москва,Банкомат,0
44.81,21.5,Санкт-Петербург,ПК,0
18.47,6.9,Онлайн,ПК,0
66.03,6.0,Санкт-Петербург,ПК,0
6.48,22.5,Банкомат,Смартфон,0
29.9,19.4,Зарубежье,Смартфон,0
20.49,19.7,Москва,ПК,1
21.99,4.7,Банкомат,Смартфон,1
66.66,3.4,Санкт-Петербург,Смартфон,1
36.81,0.6,Санкт-Петербург,Смартфон,1
22.59,5.7,Онлайн,ПК,0
2.66,18.6,Москва,ПК,0
5.72,5.8,Банкомат,ПК,0
14.37,17.5,Онлайн,ПК,0
18.22,6.0,Банкомат,Терминал,1
4.74,9.5,Зарубежье,Смартфон,1
233.42,23.6,Санкт-Петербург,ПК,0
87.19,5.9,Москва,Смартфон,0
31.89,9.0,Москва,Смартфон,0
17.8,7.2,Москва,Банкомат,0
13.02,2.6,Москва,Смартфон,0
5.77,11.8,Банкомат,Смартфон,0
17.91,9.1,Москва,ПК,0
21.84,16.7,Зарубежье,Смартфон,0
4.2,19.6,Онлайн,ПК,0
23.75,13.1,Москва,Смартфон,0
13.86,0.8,Санкт-Петербург,Смартфон,1
2.02,14.9,Санкт-Петербург,Банкомат,0
6.38,1.3,Санкт-Петербург,ПК,0
10.43,14.8,Санкт-Петербург,Смартфон,0
131.17,16.4,Москва,ПК,1
30.33,4.7,Онлайн,Банкомат,0
3.78,19.7,Санкт-Петербург,ПК,0
28.07,21.9,Онлайн,Смартфон,1
3.0,19.5,Банкомат,Смартфон,0
54.11,7.3,Москва,Смартфон,0
9.79,14.1,Москва,Смартфон,0
14.84,22.0,Онлайн,Смартфон,0
70.7,7.7,Зарубежье,Смартфон,0
3.99,19.7,Санкт-Петербург,Банкомат,0
3.54,0.2,Москва,ПК,0
8.65,0.1,Москва,Смартфон,0
51.53,18.2,Москва,ПК,0
3.09,18.3,Москва,ПК,0
0.73,18.9,Санкт-Петербург,Смартфон,0
10.01,22.3,Онлайн,ПК,1
30.17,2.8,Москва,Смартфон,0
61.58,5.6,Москва,ПК,1
9.88,21.7,Санкт-Петербург,Смартфон,1
10.46,4.3,Банкомат,Смартфон,1
58.52,16.4,Санкт-Петербург,Смартфон,0
2.1,12.7,Зарубежье,ПК,1
10.73,2.0,Санкт-Петербург,ПК,0
20.28,6.8,Москва,Смартфон,1
26.95,12.5,Москва,Смартфон,0
9.39,20.5,Онлайн,ПК,0
17.08,17.0,Санкт-Петербург,Банкомат,0
1.06,14.9,Онлайн,Банкомат,0
7.97,11.9,Онлайн,Терминал,0
27.08,7.2,Онлайн,Смартфон,0
5.58,2.9,Москва,Смартфон,0
17.55,9.8,Банкомат,ПК,0
26.88,0.7,Санкт-Петербург,Смартфон,0
11.28,5.1,Санкт-Петербург,Смартфон,0
19.84,10.4,Санкт-Петербург,Смартфон,0
5.7,10.0,Онлайн,Смартфон,1
13.1,1.1,Москва,Смартфон,0
32.18,14.1,Санкт-Петербург,Терминал,0
19.54,13.2,Москва,Смартфон,1
8.63,1.9,Санкт-Петербург,Смартфон,0
21.04,22.6,Москва,Смартфон,1
36.09,2.4,Москва,Банкомат,0
1.72,20.5,Москва,ПК,0
58.85,0.0,Санкт-Петербург,Смартфон,0
11.36,21.2,Банкомат,Смартфон,0
26.26,0.5,Москва,ПК,1
61.37,18.2,Санкт-Петербург,Смартфон,0
3.64,8.7,Москва,Терминал,1
7.54,17.7,Онлайн,ПК,1
11.97,9.6,Москва,Смартфон,1
6.94,1.7,Москва,Банкомат,0
110.88,18.4,Москва,Смартфон,0
6.41,1.7,Зарубежье,Смартфон,1
8.93,22.1,Санкт-Петербург,Смартфон,0
20.59,1.2,Москва,Банкомат,0
4.38,11.5,Москва,Смартфон,0
10.64,17.4,Москва,Смартфон,0
23.32,9.4,Москва,Смартфон,0
11.4,5.2,Онлайн,Банкомат,0
14.84,18.2,Санкт-Петербург,Смартфон,0
9.19,18.8,Онлайн,Смартфон,0
3.11,22.1,Москва,ПК,0
23.42,9.0,Санкт-Петербург,ПК,0
113.34,12.2,Москва,Банкомат,0
16.78,8.7,Москва,Смартфон,0
21.07,6.2,Онлайн,Банкомат,0
35.23,18.0,Москва,ПК,0
4.07,8.2,Онлайн,Смартфон,1
106.99,10.3,Банкомат,Банкомат,0
20.54,9.7,Москва,ПК,0
98.99,17.1,Банкомат,ПК,0
7.34,22.0,Москва,Терминал,0
121.49,16.0,Москва,ПК,0
38.58,11.3,Онлайн,Смартфон,0
30.22,18.7,Санкт-Петербург,Банкомат,0
21.27,15.4,Москва,Смартфон,0
12.51,1.5,Онлайн,ПК,0
61.6,2.3,Зарубежье,Смартфон,0
19.19,0.9,Москва,Смартфон,0
1.89,11.0,Банкомат,ПК,0
4.81,19.8,Санкт-Петербург,Смартфон,0
13.4,7.5,Зарубежье,ПК,1
23.13,9.2,Москва,Банкомат,0
15.45,21.8,Онлайн,Смартфон,0
62.86,20.1,Москва,ПК,0
1.92,16.0,Банкомат,Банкомат,0
19.26,6.4,Онлайн,ПК,0
2.23,2.8,Санкт-Петербург,ПК,0
37.93,0.4,Москва,Смартфон,1
14.82,2.6,Банкомат,Смартфон,0
26.09,7.0,Онлайн,Смартфон,1
6.36,13.2,Санкт-Петербург,Смартфон,0
67.18,1.5,Санкт-Петербург,ПК,0
51.72,3.3,Банкомат,Смартфон,0
31.25,4.3,Москва,Терминал,0
14.26,15.2,Москва,Банкомат,0
31.12,14.8,Банкомат,Смартфон,0
7.56,13.2,Санкт-Петербург,Смартфон,0
42.14,6.0,Москва,ПК,0
100.93,8.9,Москва,ПК,0
53.39,2.3,Банкомат,Терминал,0
7.37,5.4,Москва,Смартфон,0
24.47,21.5,Онлайн,Смартфон,0
3.97,23.5,Банкомат,Терминал,0
30.87,15.5,Москва,Смартфон,0
27.0,22.0,Банкомат,ПК,1
2.1,15.4,Санкт-Петербург,Смартфон,0
4.58,0.8,Онлайн,Банкомат,0
12.04,23.9,Санкт-Петербург,Смартфон,0
11.81,2.4,Онлайн,ПК,1
4.35,16.4,Москва,ПК,0
25.23,6.1,Москва,Терминал,0
21.69,9.4,Зарубежье,Смартфон,0
13.28,15.5,Москва,Смартфон,0
7.16,10.5,Банкомат,Смартфон,0
52.12,6.0,Москва,Банкомат,0
101.59,8.0,Санкт-Петербург,ПК,0
9.66,8.2,Банкомат,ПК,0
8.39,23.0,Москва,Смартфон,0
28.23,19.2,Банкомат,ПК,0
11.09,11.0,Санкт-Петербург,Смартфон,0
14.11,4.8,Санкт-Петербург,Смартфон,0
37.1,19.5,Онлайн,Банкомат,0
2.01,3.8,Москва,Смартфон,0
70.11,5.1,Москва,ПК,1
17.81,8.8,Онлайн,Банкомат,0
10.46,21.1,Москва,Терминал,0
14.91,3.2,Москва,ПК,0
15.78,2.9,Банкомат,Смартфон,1
2.45,11.9,Банкомат,ПК,0
85.15,6.6,Санкт-Петербург,Смартфон,0
17.21,13.6,Санкт-Петербург,Смартфон,0
26.77,10.8,Онлайн,ПК,0
46.84,10.4,Санкт-Петербург,Банкомат,0
5.35,2.7,Санкт-Петербург,Смартфон,0
27.68,3.4,Зарубежье,Смартфон,1
12.25,19.7,Москва,ПК,0
41.74,21.3,Санкт-Петербург,Смартфон,0
1.58,5.6,Банкомат,ПК,0
14.75,2.7,Онлайн,Смартфон,0
8.47,1.3,Банкомат,Смартфон,0
26.46,14.6,Москва,ПК,0
27.58,17.2,Москва,Банкомат,0
7.55,8.9,Банкомат,ПК,0
7.51,16.3,Санкт-Петербург,Банкомат,0
14.56,17.1,Онлайн,Смартфон,0
6.13,22.4,Москва,Банкомат,1
41.52,1.6,Онлайн,Смартфон,1
10.96,4.6,Санкт-Петербург,Банкомат,0
0.67,1.6,Москва,ПК,0
10.89,20.8,Санкт-Петербург,Смартфон,0
5.25,19.0,Онлайн,Смартфон,0
2.73,13.8,Москва,ПК,0
4.22,2.0,Онлайн,Смартфон,0
18.55,6.6,Санкт-Петербург,Терминал,0
70.92,7.1,Москва,Смартфон,0
23.21,13.5,Онлайн,Смартфон,0
8.44,6.2,Москва,Смартфон,0
27.15,1.8,Москва,Смартфон,1
9.92,17.5,Санкт-Петербург,ПК,0
7.66,7.2,Онлайн,ПК,0
4.62,10.9,Зарубежье,Банкомат,0
2.39,3.1,Москва,Смартфон,0
10.71,19.3,Санкт-Петербург,Терминал,0
19.57,13.6,Москва,Смартфон,1
14.79,21.6,Онлайн,Терминал,0
10.41,11.9,Санкт-Петербург,Смартфон,0
5.81,22.6,Онлайн,ПК,1
32.11,21.4,Москва,ПК,0
3.86,13.8,Банкомат,Смартфон,0
38.61,22.4,Санкт-Петербург,Смартфон,0
5.46,7.8,Зарубежье,ПК,0
7.19,8.8,Москва,Смартфон,0
3.28,1.1,Санкт-Петербург,ПК,0
9.47,14.1,Онлайн,ПК,0
48.08,17.3,Онлайн,ПК,1
29.0,18.6,Москва,Терминал,0
48.24,3.6,Зарубежье,Смартфон,0
29.21,10.7,Москва,Смартфон,0
4.88,4.2,Москва,Смартфон,0
11.43,15.9,Санкт-Петербург,ПК,0
6.97,3.8,Санкт-Петербург,Терминал,0
71.07,21.7,Онлайн,Терминал,0
4.41,5.5,Санкт-Петербург,Терминал,0
43.95,7.0,Санкт-Петербург,Банкомат,1
43.91,20.4,Санкт-Петербург,Терминал,0
123.05,11.0,Санкт-Петербург,Смартфон,0
10.48,0.6,Банкомат,Терминал,0
36.0,11.9,Банкомат,Банкомат,0
202.31,2.0,Санкт-Петербург,Смартфон,0
8.34,23.6,Москва,Смартфон,0
3.04,14.1,Банкомат,Смартфон,0
2.08,6.2,Москва,Банкомат,0
36.02,13.5,Москва,ПК,0
2.07,1.8,Москва,Смартфон,0
10.92,19.2,Москва,ПК,0
26.6,22.2,Банкомат,Смартфон,1
20.16,21.0,Санкт-Петербург,Банкомат,0
26.26,8.2,Зарубежье,Банкомат,0
21.0,7.8,Москва,Терминал,0
67.14,0.8,Санкт-Петербург,Смартфон,0
5.77,15.6,Зарубежье,Терминал,0
7.81,12.8,Банкомат,Смартфон,0
7.03,11.0,Онлайн,Смартфон,0
40.99,21.8,Москва,ПК,1
44.28,4.0,Онлайн,ПК,0
27.01,0.2,Москва,Терминал,0
60.45,1.8,Санкт-Петербург,ПК,1
4.5,5.4,Онлайн,Терминал,0
102.92,0.8,Онлайн,Смартфон,1
87.84,12.1,Онлайн,Смартфон,0
36.94,7.5,Онлайн,ПК,1
116.74,4.3,Москва,Смартфон,0
2.66,18.0,Санкт-Петербург,Терминал,0
9.24,4.9,Онлайн,ПК,1
7.32,16.5,Москва,ПК,0
36.37,8.4,Москва,Банкомат,0
5.18,12.3,Москва,ПК,0
37.84,22.4,Санкт-Петербург,Смартфон,0
74.26,0.9,Зарубежье,ПК,0
35.33,12.0,Москва,ПК,0
22.47,20.5,Санкт-Петербург,Терминал,0
5.55,14.1,Онлайн,Смартфон,0
6.48,6.6,Москва,ПК,0
65.01,9.5,Банкомат,Смартфон,0
38.76,16.3,Санкт-Петербург,Смартфон,0
15.75,21.4,Банкомат,ПК,0
10.38,1.0,Москва,Смартфон,0
1.77,1.7,Москва,ПК,0
5.06,7.8,Москва,ПК,0
134.63,5.6,Москва,Смартфон,0
4.02,6.4,Банкомат,ПК,0
20.26,5.3,Москва,Смартфон,0
49.81,4.7,Онлайн,Банкомат,0
4.14,3.1,Москва,Смартфон,0
20.15,22.4,Банкомат,Смартфон,0
46.14,3.5,Онлайн,ПК,1
16.67,4.9,Санкт-Петербург,Терминал,0
385.77,5.9,Москва,Банкомат,1
2.62,22.4,Онлайн,Смартфон,0
52.7,18.1,Москва,Смартфон,0
13.6,19.0,Москва,ПК,0
38.44,2.5,Онлайн,Банкомат,0
26.72,20.1,Зарубежье,Смартфон,0
7.34,9.8,Банкомат,Смартфон,0
21.16,6.3,Санкт-Петербург,Смартфон,0
2.13,13.8,Санкт-Петербург,Смартфон,0
31.93,19.7,Зарубежье,ПК,0
22.83,18.7,Санкт-Петербург,Смартфон,0
33.2,21.4,Санкт-Петербург,Смартфон,0
52.66,22.3,Банкомат,Смартфон,0
24.64,5.7,Москва,Смартфон,0
19.35,10.2,Москва,Смартфон,0
6.24,0.4,Онлайн,ПК,0
7.51,21.1,Москва,Терминал,0
60.67,3.7,Санкт-Петербург,Смартфон,0
79.84,20.7,Санкт-Петербург,ПК,0
12.66,7.9,Санкт-Петербург,Банкомат,0
17.3,8.8,Зарубежье,Смартфон,0
6.08,0.9,Москва,Смартфон,0
59.74,7.8,Санкт-Петербург,Смартфон,0
34.19,21.3,Москва,ПК,0
139.12,0.6,Онлайн,ПК,0
6.26,9.8,Онлайн,Смартфон,0
10.85,0.8,Санкт-Петербург,Банкомат,0
21.21,8.9,Москва,ПК,0
33.49,4.1,Онлайн,Смартфон,0
12.97,6.1,Санкт-Петербург,Банкомат,0
6.29,21.1,Москва,Смартфон,0
43.36,10.5,Санкт-Петербург,ПК,0
36.35,6.6,Санкт-Петербург,Смартфон,0
6.0,14.1,Зарубежье,ПК,0
73.04,3.4,Банкомат,Смартфон,0
59.57,6.2,Онлайн,ПК,0
19.06,13.1,Банкомат,Смартфон,0
17.95,5.7,Онлайн,ПК,0
30.25,16.3,Банкомат,Смартфон,0
6.37,11.8,Москва,Смартфон,1
17.0,18.5,Санкт-Петербург,Смартфон,0
1.54,22.8,Онлайн,Смартфон,0
43.12,2.8,Санкт-Петербург,ПК,0
2.95,8.0,Москва,Терминал,0
85.95,7.7,Москва,Банкомат,0
11.44,3.6,Москва,Банкомат,0
13.03,19.4,Москва,Смартфон,0
8.24,18.2,Москва,Смартфон,1
11.98,11.6,Санкт-Петербург,ПК,0
78.29,12.9,Банкомат,Терминал,0
1.07,1.4,Онлайн,ПК,1
67.0,13.3,Банкомат,Смартфон,0
23.85,19.0,Банкомат,Смартфон,0
4.36,13.8,Санкт-Петербург,Смартфон,0
5.04,6.4,Москва,Смартфон,0
103.96,16.0,Москва,ПК,0
5.81,8.7,Зарубежье,Смартфон,0
4.62,13.1,Москва,Банкомат,0
57.46,11.7,Онлайн,Терминал,0
23.86,9.1,Санкт-Петербург,Банкомат,0
5.86,17.3,Зарубежье,Терминал,0
20.87,21.2,Санкт-Петербург,Смартфон,0
5.32,0.1,Банкомат,Терминал,0
55.2,22.4,Москва,Смартфон,0
52.85,12.3,Москва,Банкомат,0
29.52,16.8,Санкт-Петербург,Смартфон,1
24.48,20.5,Зарубежье,Смартфон,0
114.13,11.2,Санкт-Петербург,Смартфон,0
16.44,20.0,Зарубежье,Смартфон,0
4.48,4.3,Онлайн,Терминал,0
26.96,3.8,Онлайн,Банкомат,1
163.15,15.8,Санкт-Петербург,ПК,0
5.39,20.9,Санкт-Петербург,ПК,0
11.05,21.4,Москва,ПК,0
26.0,15.4,Зарубежье,Смартфон,0
15.5,12.6,Зарубежье,Банкомат,0
5.58,8.0,Онлайн,ПК,0
56.49,23.5,Москва,ПК,0
211.04,7.7,Москва,Терминал,0
20.4,17.9,Зарубежье,ПК,0
6.08,12.8,Москва,Смартфон,0
2.99,14.6,Банкомат,Терминал,0
21.84,9.4,Санкт-Петербург,Терминал,0
55.38,23.2,Санкт-Петербург,Терминал,0
27.73,13.7,Банкомат,ПК,0
16.4,22.5,Москва,Смартфон,1
8.6,0.2,Санкт-Петербург,Смартфон,0
4.95,13.7,Зарубежье,Смартфон,0
41.19,17.2,Онлайн,ПК,0
44.93,17.9,Онлайн,Смартфон,0
3.0,21.7,Онлайн,ПК,0
94.52,0.1,Москва,Терминал,1
30.92,0.0,Москва,Терминал,0
76.67,11.3,Санкт-Петербург,Смартфон,0
3.76,0.7,Санкт-Петербург,Смартфон,0
3.66,23.4,Санкт-Петербург,Банкомат,1
13.96,5.3,Онлайн,ПК,0
28.59,11.3,Москва,Банкомат,0
118.63,1.5,Онлайн,Банкомат,0
35.75,12.5,Москва,Смартфон,0
12.59,9.1,Москва,Смартфон,0
5.32,1.1,Санкт-Петербург,ПК,0
63.62,8.0,Банкомат,ПК,0
5.69,9.4,Москва,Смартфон,0
98.62,23.8,Санкт-Петербург,Банкомат,0
12.03,5.0,Онлайн,Терминал,0
94.6,13.1,Москва,Смартфон,1
34.7,23.7,Санкт-Петербург,Терминал,0
14.14,19.0,Банкомат,ПК,0
9.29,23.8,Санкт-Петербург,Банкомат,0
11.3,23.2,Москва,Смартфон,0
26.34,11.7,Онлайн,Смартфон,1
17.9,16.7,Санкт-Петербург,Смартфон,0
8.56,2.7,Москва,Смартфон,0
13.71,10.6,Москва,Смартфон,0
17.93,19.4,Москва,Банкомат,0
1.58,12.1,Москва,Смартфон,0
27.22,16.9,Москва,Терминал,0
5.6,17.9,Санкт-Петербург,ПК,0
4.62,6.1,Санкт-Петербург,Смартфон,0
2.57,21.0,Банкомат,ПК,0
2.29,11.0,Онлайн,Терминал,0
3.7,5.0,Банкомат,ПК,0
7.54,20.8,Санкт-Петербург,Смартфон,0
140.98,10.0,Москва,Терминал,0
9.22,18.0,Санкт-Петербург,Смартфон,0
20.0,13.2,Банкомат,ПК,1
25.55,9.2,Москва,ПК,0
18.99,19.4,Москва,Смартфон,0
15.1,14.0,Москва,Смартфон,0
4.42,9.4,Санкт-Петербург,Терминал,0
81.13,2.6,Москва,Терминал,0
120.05,21.5,Москва,ПК,0
2.58,0.9,Москва,Смартфон,0
5.33,20.7,Онлайн,Смартфон,0
12.09,8.6,Санкт-Петербург,Смартфон,0
5.69,15.3,Онлайн,ПК,0
28.69,22.1,Санкт-Петербург,Смартфон,0
7.38,3.6,Санкт-Петербург,Смартфон,0
177.96,13.6,Москва,ПК,0
60.92,18.3,Санкт-Петербург,ПК,0
20.78,18.2,Москва,Банкомат,0
50.89,12.6,Санкт-Петербург,ПК,0
55.51,15.0,Санкт-Петербург,ПК,0
8.84,18.2,Москва,Смартфон,0
6.7,20.2,Москва,ПК,0
17.92,18.3,Москва,ПК,0
42.43,8.5,Москва,ПК,0
19.16,23.9,Москва,Смартфон,0
2.9,10.4,Зарубежье,ПК,0
6.8,0.6,Санкт-Петербург,Терминал,0
15.16,8.7,Санкт-Петербург,ПК,0
15.13,3.1,Онлайн,ПК,0
144.0,2.9,Онлайн,Банкомат,0
3.58,6.8,Зарубежье,Смартфон,0
28.68,1.3,Банкомат,ПК,0
84.61,16.5,Онлайн,Терминал,0
200.06,1.8,Зарубежье,Смартфон,0
10.54,4.9,Москва,Смартфон,0
28.24,2.2,Онлайн,ПК,0
30.78,1.5,Банкомат,Смартфон,0
20.39,6.4,Онлайн,ПК,0
14.75,13.7,Зарубежье,Смартфон,1
26.56,23.2,Москва,ПК,0
1.01,21.0,Санкт-Петербург,ПК,0
34.82,21.0,Зарубежье,Смартфон,0
18.89,4.2,Санкт-Петербург,Смартфон,0
12.87,6.4,Онлайн,Смартфон,0
156.26,1.8,Москва,Смартфон,0
7.83,18.7,Онлайн,ПК,0
10.56,1.7,Зарубежье,Смартфон,0
147.04,13.4,Санкт-Петербург,Банкомат,0
6.58,5.9,Москва,ПК,1
8.98,5.8,Москва,Смартфон,0
13.99,23.8,Банкомат,Смартфон,0
41.46,18.2,Онлайн,Смартфон,0
20.67,20.1,Москва,ПК,0
3.97,13.7,Москва,Смартфон,0
9.16,20.9,Банкомат,Смартфон,0
8.43,15.5,Банкомат,Смартфон,1
15.11,22.7,Москва,Терминал,0
26.27,6.8,Москва,ПК,0
26.05,14.3,Онлайн,Банкомат,0
2.33,16.6,Санкт-Петербург,Смартфон,0
53.0,9.4,Зарубежье,Смартфон,0
21.71,21.1,Санкт-Петербург,Смартфон,0
75.41,23.5,Онлайн,Терминал,0
26.81,11.9,Санкт-Петербург,Смартфон,0
55.23,9.4,Зарубежье,ПК,0
27.47,11.3,Санкт-Петербург,Смартфон,1
72.3,20.5,Москва,ПК,0
29.21,15.5,Москва,Смартфон,0
14.77,1.1,Банкомат,ПК,1
200.27,13.0,Санкт-Петербург,Терминал,0
43.73,0.4,Санкт-Петербург,Смартфон,0
30.91,18.7,Санкт-Петербург,ПК,0
4.04,7.9,Москва,ПК,0
3.99,11.3,Москва,Банкомат,0
22.69,19.2,Москва,Смартфон,0
19.3,1.1,Онлайн,Смартфон,1
8.37,3.8,Онлайн,Банкомат,1
19.2,9.6,Банкомат,Смартфон,0
94.4,5.5,Зарубежье,Терминал,0
35.34,8.1,Санкт-Петербург,ПК,0
4.69,24.0,Онлайн,ПК,0
14.55,19.8,Москва,Смартфон,0
6.78,21.2,Москва,ПК,0
10.74,22.5,Москва,ПК,0
10.43,8.2,Санкт-Петербург,ПК,0
9.72,7.1,Москва,Смартфон,0
4.13,5.6,Москва,Терминал,0
14.29,19.9,Онлайн,Смартфон,1
8.88,16.3,Санкт-Петербург,Смартфон,0
0.66,5.7,Санкт-Петербург,Терминал,0
157.32,9.0,Санкт-Петербург,ПК,0
54.47,12.2,Москва,Смартфон,0
10.87,12.7,Москва,Терминал,0
16.79,21.3,Москва,Смартфон,0
4.53,9.1,Москва,Смартфон,0
106.2,21.8,Онлайн,ПК,0
132.56,10.6,Онлайн,Смартфон,0
19.54,17.9,Москва,Терминал,0
50.7,22.3,Санкт-Петербург,Банкомат,1
19.94,21.8,Банкомат,Смартфон,0
3.78,1.4,Москва,Банкомат,0
10.45,4.9,Москва,Смартфон,0
19.01,11.4,Санкт-Петербург,ПК,0
9.97,10.4,Онлайн,Терминал,0
12.93,15.4,Санкт-Петербург,Банкомат,0
14.87,22.7,Онлайн,Смартфон,0
15.04,2.7,Москва,Смартфон,0
17.42,10.8,Санкт-Петербург,Смартфон,0
5.12,4.6,Москва,ПК,0
7.47,21.5,Онлайн,ПК,0
4.0,23.1,Банкомат,Смартфон,1
48.21,11.5,Москва,Смартфон,0
1.62,2.5,Москва,Банкомат,0
58.5,18.8,Москва,Смартфон,0
75.56,16.7,Москва,Смартфон,0
11.79,8.5,Москва,Терминал,0
0.94,21.3,Санкт-Петербург,Смартфон,0
11.05,23.4,Зарубежье,Банкомат,0
15.32,13.4,Санкт-Петербург,Смартфон,0
5.41,13.6,Москва,Смартфон,0
9.33,7.1,Москва,ПК,0
88.52,14.0,Москва,ПК,0
34.17,10.6,Москва,ПК,0
5.95,7.3,Онлайн,Смартфон,0
2.84,1.6,Москва,ПК,0
11.48,6.1,Зарубежье,ПК,0
13.0,4.7,Санкт-Петербург,Смартфон,0
28.38,13.0,Санкт-Петербург,Терминал,0
9.13,14.4,Санкт-Петербург,Банкомат,0
